Identifier (Email/name),Gender,Status,Attended,Attended_Before,Education,Job,Employer,LinkedIn,Tech_Background,How_Found,Expectations,Formated_Date,City,Venue,Type,Ticket_Quantity,fake_event_id
d80cf2153539ca568798a161eaf51c8f,Female,,,,University of Sheffiled (UK),Product Manager,,,"I have some limited experience in using data analytics tools such as GA, Firebase and Omniture and am learning some front end development",Work colleague,"An understanding of data analytics, tools to use and how to create data dashboards",2018-03-15,Melbourne,,Intro to Data (DG),1,16
1ea335075030771939a0224d6c582168,Female,,,,Swinburne University,Quality Analyst,,,Java,Community,General knowledge about 'DATA',2018-03-15,Melbourne,,Intro to Data (DG),1,16
1cc807f5f0e788d695ffa0fecc8c2467,Female,,,,"Paralegal Certificate, Real Estate License",Contracts Administrator,,,"Have been teaching myself HTML, CSS, JavaScript and Ruby/Rails",Work - Women-in-Tech Slack channel,Get an overview of Data Analytics,2018-03-15,Melbourne,,Intro to Data (DG),1,16
a9267f67bddd319503a4bb634531a8df,Female,,,,Monash University,"Communications Officer, WHO Collaborating Centre for Reference and Research on Influenza",,,"Basic experience with Google Analytics, beginner R, competent user of Excel and MS Access",Word of mouth,Better understanding of data analytics,2018-03-15,Melbourne,,Intro to Data (DG),1,16
cf09922d4e54081c8126bdd9be375adc,Female,,,,Melbourne,"Customer Care Consultant, I have studied data analytics and would love to get more involved.",,,"I have studied Information systems and have a fair bit of experience in problem solving, SQL.",Community,Get more involved in data and analytics,2018-03-15,Melbourne,,Intro to Data (DG),1,16
726de2fcc5e003d186d6e27f319e3233,Female,,,,Bachelor of Biomedical Science,Associate Developer,,,Overview of Google Analytics,Invitation from Simon Dell'oro,Getting deeper understanding about data and how to use it more efficiently,2018-03-15,Melbourne,,Intro to Data (DG),1,16
30757231d8a74eb635ff6eb213890f09,Female,,,,RMIT,Associate System Engineer,,,"Tafe Trainer and a few years ago ;) Software Engineer - java, python, SQL.",Internal invite to Springboard to Tech to participate if intrested.,Update and understand data science skills and concpets.,2018-03-15,Melbourne,,Intro to Data (DG),1,16
51dd2876df6a6823702e5102f35d919a,Female,,,,University of WA,Just finished immersive web course at Coder Academy. Have worked as a web developer for about 5 years and would like to be incorporating more data analytics,,,"I have some experience with geospatial visualisation, played around a bit with D3",Personal women in tech network,More knowledge!,2018-03-15,Melbourne,,Intro to Data (DG),1,16
4de82216fb21ae7e1402a9ae6365871d,Female,,,,University of Newcastle & Coder Academy Melbourne,Intern - web development,,,Have done a little bit of python,Word of mouth,A basic understanding of data analytics,2018-03-15,Melbourne,,Intro to Data (DG),1,16
e3dd25f56fc95e9b89395817e61acd8f,Female,,,,Bachelor of Engineering (Electronics and communication),It Condultant,,,"Oracle , C, C++",Facebook,"Get knowledge on the level of skills, experience to pursue career in data analytics and how the knowledge can help in current role",2018-03-15,Melbourne,,Intro to Data (DG),1,16
a9267f67bddd319503a4bb634531a8df,Female,,,,Monash University,"Communications officer - technical communications, some basic data analysis",,,"Beginner in R and Google Analytics, Competent in Excel and MS Access",Word of moith,Greater understanding of what's involved in data analytics,2018-03-15,Melbourne,,Intro to Data (DG),1,16
f05fac4c13ee8ce88045a7381f6d960b,Female,,,,Bachelor of Science Electrical Engineering / IRAN,Digital Marketing Specialist (Data analytics has been the essential and vital part of my role),,,"Google Analytics, Facebook insights, C++, MATLAB",My friend recommended it.,"As a girl recently emigrated to Australia, I want to become confident and empowered by meeting and connecting with women in tech world.",2018-03-15,Melbourne,,Intro to Data (DG),1,16
e27148cbc49b95e72176ef56a87fc109,Female,,,,Adelaide uni,Corporate responsibility,,,No experience,Facebook,Basic skills in data analytics and dashboards,2018-03-15,Melbourne,,Intro to Data (DG),1,16
8f0d2d0f6b7ecc5f67bd705587632409,Female,,,,Swinburne University of Technology,-,,,-,Friend,Learn more,2018-03-15,Melbourne,,Intro to Data (DG),1,16
a76c94ae6d784db609e04f8b58ab77ef,Female,,,,Monash Uni,Communications assistant - no data analytics!,,,I tried using Google Analytics but only briefly,Facebook,New skills that help me in my career,2018-03-15,Melbourne,,Intro to Data (DG),1,16
36dffe12acf81438c5a06a8b476e09a7,Female,,,,Monash University,"Business Analyst - IT, involves regular data diving and query writing",,,"have basic to intermediate sql, learned programming in uni (C++, VB, Delphi, perl)",Husband works @ REA,"Information about best practice, job opportunities in this space",2018-03-15,Melbourne,,Intro to Data (DG),1,16
5d2df650b120bc3eba6f9f0bba29853a,Female,,,,University of Basque Country,"Admin Assistant, Masters (a bit of data analysis)",,,"A few intros to R, Python and Matlab",Facebook,Knowledge,2018-03-15,Melbourne,,Intro to Data (DG),1,16
3139e9c15e0e3fcc3377f7adc2e87dde,Female,,,,RMIT,Specialist BI & Reporting,,,"Some R, PHP, Java, Visual Basic",From my employer,"New perspectives, what people are up to",2018-03-15,Melbourne,,Intro to Data (DG),1,16
7eea84a3d3a1858bc51b7ae791468c42,Female,,,,University of Melbourne,Studying a Graduate Diploma of Data Science,,,"Python, R, Java experience",Mentioned by a friend,"Snapshot of industry, a support group, refining future study and career goals",2018-03-15,Melbourne,,Intro to Data (DG),1,16
247d63fd944bd7c31bea35304c3ae8a6,Female,,,,RMIT University,Student of Data Science,,,"Basic proficiency in R, Python and SAS",Facebook,"Would like to know more about data analytics and as a budding data scientist, I would like to meet people with similar interests and get to know more about the field and the experience.",2018-03-15,Melbourne,,Intro to Data (DG),1,16
930dc5a1d7f17ecf260a502382ff7012,Female,,,,MBA,Market Researcher,,,Google analytics,Social media,Career opportunities in data analytics,2018-03-15,Melbourne,,Intro to Data (DG),1,16
8fe5c8cd2bc809ee60025d7e8df0858a,Female,,,,Monash,Intern at Transurban,,,"Python, R, Tableau",FB,Gain insight into real-world data analytics practice,2018-03-15,Melbourne,,Intro to Data (DG),1,16
1d3f4945eff84663e09c6b96a9d28702,Female,,,,University of Melbourne,Python instructor. Bioinformatics (genomic data analysis).,,,"Python, R, some SQL",Facebook,An SQL refresher as well as a way to integrate this with other data analytics techniques.,2018-03-15,Melbourne,,Intro to Data (DG),1,16
38050ea19f900ebd0ab80713a3cf9132,Female,,,,BBA,RECENT--KINDERGARTEN ASSISTANT,,,NIL,FACEBOOK,MORE CLEAR IDEA OF HOW TO GET INTO DATA ANALYST JOB,2018-03-15,Melbourne,,Intro to Data (DG),1,16
af83bcd83236b3e6f811207c6a57a8c3,Female,,,,Latrobe Uni,Senior Marketing Analyst at TRACK. I provide insights to clients and build dashboards but the visualisation bit is where I struggle the most,,,"Mainly using SAS now. But previously R, Teradata and Toad",Facebook feed,How to better visualise my data for dashboards,2018-03-15,Melbourne,,Intro to Data (DG),1,16
2a0dede81ac031e1912048492658e56e,Female,,,,Bachelor of science management & IT,Account coordinator,,,SQL,Facebook,"Understanding about the industry, popular technologies",2018-03-15,Melbourne,,Intro to Data (DG),1,16
60225eccd65673929cebdc7ae2c38f14,Female,,,,Victoria University Wellington,Finance officer,,,None,Friend,Learn data skills & direction for future upskilling,2018-03-15,Melbourne,,Intro to Data (DG),1,16
94a341ee022030b121db56e5b42c2792,Female,,,,MBA,Process Improvment Manager,,,Google Analytics,Start Up Victoria,Data intro,2018-03-15,Melbourne,,Intro to Data (DG),1,16
5f8025e75469614362e9d25e6930604a,Female,,,,Monash Uni,Business Partner - BI CoE,,,"SAP systems admin, analytics, currently focusing on business outcomes",Linkedin,Understanding of what Data Girls is all about,2018-03-15,Melbourne,,Intro to Data (DG),1,16
29050a173311da17291a25a39e370ae3,Female,,,,BE,Software Engineer,,,No experience,NBN,Get to know basic of Data Analitics,2018-03-15,Melbourne,,Intro to Data (DG),1,16
40143e4e762b0aa2ac364eb588890df8,Female,,,,University of Melbourne,Master of Information Technology,,,Python,Facebook,How to use data analysis to address real world problems.,2018-03-15,Melbourne,,Intro to Data (DG),1,16
f7ef60eff553ebf9ecbed9df75bca152,Female,,,,India,Data Developer in MYOB,,,"Pretty familiar with SQL,ETL,DW and BI",#devopsgirls,Learn something,2018-03-15,Melbourne,,Intro to Data (DG),1,16
d2d20e9cd7014696ebf3cef6a93be4f9,Female,,,,Swinburne,Content Integration Manager,,,Basic understanding,Facebook,Making connections with the content,2018-03-15,Melbourne,,Intro to Data (DG),1,16
baa0934a86caf269669fabcaf1845886,Female,,,,Deakin University,Business Analysis Intern,,,"I have done R, Excel, SAS in my Masters.",LinkedIn message,I would like to explore opportunities in Data Analytics,2018-03-15,Melbourne,,Intro to Data (DG),1,16
ad7f3d22d991f2850daf9167d3fd2fcb,Female,,,,Bacherol of Information Technology,Senior BI consultant,,,BI & Datawarehousing specialist.,Friends and colleagues,Direction for Big Data and Data science,2018-03-15,Melbourne,,Intro to Data (DG),1,16
f8d5c86246a936a786bfb879274f924f,Female,,,,BA English lit,Accounting admin,,,None,Facebook,Data analytics basic knowledge,2018-03-15,Melbourne,,Intro to Data (DG),1,16
3a98f02c71b080bf66652c6faf9fac07,Female,,,,Deakin university,Data Analyst intern,,,"Python, R , Tableau",LinkedIn,Knowledge and exposure to industry,2018-03-15,Melbourne,,Intro to Data (DG),1,16
95e0f01e3a37becdba66fe84cb25ca8b,Female,,,,Phd,Medical scientist,,,Basics of R,Being part of differnt R groups learned from geoups,Learn what is it involved to be data scientist. And try to use data visualization tool in day to day work.,2018-03-15,Melbourne,,Intro to Data (DG),1,16
5712beae1dfda040847ea4e7c1f3d3b5,Female,,,,Rmit uni,Hospitality,,,Python perl ruby java html css javascript,Switch,Knowledge,2018-03-15,Melbourne,,Intro to Data (DG),1,16
cd393e77f8f068ad62f0a037fa217b74,Female,,,,RMIT,student,,,"Bachelor in Laws, I know a bit of python and I’m super interested in data science",Switch group post,A first real experience in data analysis,2018-03-15,Melbourne,,Intro to Data (DG),1,16
91955bd1b3cef2bf4ce7cd3b8bb50160,Female,,,,"BE from VTU, INDIA",Udacity Data analytics nano degree,,,"Python, R, SQL,Tableau",from data acience meetup,insights on what to know to become data analyst,2018-03-15,Melbourne,,Intro to Data (DG),1,16
1620a04e2c505207988dbfff49d856af,Female,,,,B.E,Software Developer,,,"Java, Python",Collegues,Get an insight of the technology,2018-03-15,Melbourne,,Intro to Data (DG),1,16
575f54706fd29930ccaadaa6cb1dc344,Female,,,,UWA,Self employed,,,HTML CSS,Facebook,Info,2018-03-15,Melbourne,,Intro to Data (DG),1,16
fdbc98accd207f43b3e795b1764bc4fa,Female,,,,Monash University,Business Intelligent Analyst,,,"SQL, Python, R",Facebook,Career opportunities,2018-03-15,Melbourne,,Intro to Data (DG),1,16
3a98f02c71b080bf66652c6faf9fac07,Female,,,,Deakin university,Data Analyst intern,,,"I have experience in python, SQL, tableau,R",LinkedIn,Knowledge and exposure to data field,2018-03-15,Melbourne,,Intro to Data (DG),1,16
873352174e8d19735281791920c63a95,Female,,,,Bachelor of Business Manager,Recruiter - BI/Analyst,,,Python,online,learning the basics,2018-03-15,Melbourne,,Intro to Data (DG),1,16
4de82216fb21ae7e1402a9ae6365871d,Female,,,Yes,University of Newcastle - Bachelor of Economics & Coder Academy Diploma of IT,Transitioning from a career in policy development/project management to web development.,,,"I've play around a little with Python, and have a fair amount of experience with Javascript and Ruby.",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
51b8ea6dbc4c6975f26f2974573a9923,Female,,,No,CA Bootcamp,Operations Research study... then worked in events. Currently a teaching assistant,,,"Used R a lot years and years ago...... haven't touched it in about 7 years
",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
51dd2876df6a6823702e5102f35d919a,Female,,,Yes,UWA,student (immersive web bootcamp),,,"spatial data, d3, google analytics",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
af83bcd83236b3e6f811207c6a57a8c3,Female,,,No,Latrobe Uni,Senior Marketing Analyst at TRACK,,,"I've used R, Teradata, Toad and SAS throughout my bachelor degree and also in my professional career. I'm now a consultant providing insights, reporting and campaign management so am always on the lookout for external resources to better myself in providing my clients in their quest for success. Previously, I've also built my own DataMart from scratch for the products I was looking after as time to get accurate data was taking too long.",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
7d16eb962013acfe0a0b364378b2fe65,Female,,,Yes,University,Business analysis,,,Non-technical,,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
81abaa60954da9f3a40144c53ab3b59b,Female,,,Yes,KS,Software Technical Consultant,,,Java software engineer,,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
51f832c66a33cc8e72ebf290554b43ad,Female,,,Yes,Whangarei Girls High School,Operator at NBN,,,NA,,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
06008a4a06515c1eb2c699458f13f60e,Female,,,Yes,University Masters,I worked as a business analyst,,,I've programmed a bit in Python.,,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
265eb0f089a02513f27a5bad54074679,Female,,,Yes,India,Test Analyst,,,I am working as a Quality Analyst and would like to move to a role in Data Analytics.,,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
c5ee05b0441fb8333325a7dd7e45f534,Female,,,Yes,Bachelor of Computer Science,I have worked as an ETL developer for 5 yrs.,,,"Abinition,Python,",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
62ff5ea934c2844181c7e83153fa8e5e,Female,,,Yes,Christchurch Girls’ High School,Banker,,,Tableau,,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
a4e5382051ff03e944aa0b7e44a9103b,Female,,,Yes,Ridley Melbourne,"I last worked as a High School Chaplain.  The data analytics that would have come into play there were things like what issues were students coming to see me for, did they need to be referred to outside agencies, how often they needed support, which year levels they were in etc.",,,"I can use most of the Microsoft Suite, but do not have much experience in programming.",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
198e8138196687f1b4e09b75eb68aad8,Female,,,Yes,UCL,Campaign Coordinator,,,GA,,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
95d4c8254e9933c550dd252bb5d0469d,Female,,,Yes,"La Trobe University, Melbourne",Associate Inside Sales,,,None,,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
29050a173311da17291a25a39e370ae3,Female,,,Yes,BE,Software engineer,,,"Java,Sal,",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
6f155c096aac258f8a8fd1de2b3b9fae,Female,,,No,Master of Economics,Project Manager,,,"SQL, BigQuery, Google Analytics",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
fdbc98accd207f43b3e795b1764bc4fa,Female,,,No,Monash University - Master of data science,Data analyst,,,"Python, R, Linux, JavaScript",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
38050ea19f900ebd0ab80713a3cf9132,Female,,,Yes,Overseas,Kindergarten Assistant,,,NIL,,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
91955bd1b3cef2bf4ce7cd3b8bb50160,Female,,,Yes,Bachelor of Engineering from VTU INDIA,"I am beginner in data analytics. I have knowledge of Python, SQL, Tableau. I want to take up a full time job in data analytics field.",,,"Python, R, SQL, Tableau",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
baa0934a86caf269669fabcaf1845886,Female,,,Yes,Deakin University,Business Analyst Intern,,,"I have experience working in Excel, R, SAS, SQL, Yellowin, Tableau during masters",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
7d16eb962013acfe0a0b364378b2fe65,Female,,,Yes,University,Business Analyst,,,Non-technical,,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
eb5e9fada083e6d03dfe926357586657,Female,,,Yes,University of Melbourne,Research Scientist,,,Beginner python and sql,,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
1fb9bace6556686df3fe145db004cb21,Female,,,Yes,University of Melbourne,"PhD researcher in chemistry, I was visualising crystallographic data via specific crystallographic tools (Diamond, Mercury)",,,"Tableau (basic), Python (very basic)",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
75bc6bcce87600b2f18f82880dc37834,Female,,,Yes,Melb uni,Management accounting,,,SQL,,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
7c9d428b8af71f86a9192961ae0c847d,Female,,,Yes,University of Melbourne,Developer,,,"Python, Ruby, Rails, JavaScript, YellowFin",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
86aad84c94fdde72c8eb6fb94410f643,Female,,,Yes,Monash University,IT Officer,,,"Python, R,Tableau, BigML",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
6120ed5f4d64379a35a4cf15737954f7,Female,,,No,Charles Sturt University,BA,,,"XlMiner, python.",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
f8c12c976b324e1b7a79ce340cb0f2fd,Female,,,Yes,Monash University,Customer Experience Consultant - REA Group,,,SQL,,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
7d16eb962013acfe0a0b364378b2fe65,Female,,,Yes,Melbourne University,Business Analyst,,,Non-technical - want to learn!,,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
31705446815d64b15632e71b0a90c629,Female,,,No,Monash University,Data Science,,,"Python,R,SAS,Scala",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
a8b50a9ce75a865c22a496d16c44c7d1,Female,,,No,Monash University,I am currently enrolled in masters degree in Data science in Monash University,,,I have knowledge of python and currently learning R language.,,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
eebcf5dd70b7fc76fb622ff175735492,Female,,,No,Bachelors of Engineering (ECE),Doing Masters of Data Science,,,"I don't have programming background but, know basics of python and R programming.",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
c70dc04ff14a12d43a0b32ead9182c56,Female,,,No,"Melbourne Business School, The University of Melbourne",Advanced Analytics Specialist,,,"Have basic knowledge and experience in Google Analytics, R and SQL",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
590ca7e5cb0f9b667af21ac909a2f323,Female,,,No,Bachelor's of engineering(Computer Science),Postgraduate student of Master of data science,,,"Python, Java, SQL",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
801e025797027fdf5c77c93cec5e992d,Female,,,No,Launceston College,Analyst - Private Health Insurance Company,,,Yellow Fin - looking to increase skills and SQL,,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
49fb8e41d43767413f9225aa5f819abd,Female,,,Yes,Masters of Law (Juris Doctor),"Project officer at legal aid, My role involves assessing legal need across Victoria.",,,Data visualisation at using tableau,,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
eeb48a967f38d10be37eae3c66834f73,Female,,,No,London School of Economics,Data Analyst,,,"SQL, bit of Python",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
95d4c8254e9933c550dd252bb5d0469d,Female,,,Yes,La Trobe University,I've worked in marketing before and now doing Masters of Business Analytics,,,None,,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
ac285dee1138283a3411590fb99707fe,Female,,,No,Deakin University,Credit Risk Model Reviewer,,,"SAS, SQL, Google Analytics",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
930dc5a1d7f17ecf260a502382ff7012,Female,,,Yes,MBA,Data analyst,,,Google analytics,,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
8a090f4420fce5f08440bd7b19046639,Female,,,Yes,Diploma of management,Business Systems Analyst,,,Basic SQL using Microsoft Access,,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
e8636e39c7745ce0c509dd2ffd254338,Female,,,No,Utkal University,Data analyst,,,"SQL, oracle",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
6e5dc6c0b11541571999d57f1eb8e2c5,Female,,,No,"Masters of Engineering (Chemical), The University of Melbourne","Work Expereince: Graduate - Rio Tinto Technology and Innovation, Data Analyst - The Australian Bureau of Statistics, Graduate - Telstra (CSM division)",,,"Beginner in R, experience with MATLAB",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
40143e4e762b0aa2ac364eb588890df8,Female,,,No,University of Mlebourne,Business Analyst,,,"Python, SQL",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
0f4b184f66d3a91b0bfc9b710e17d3f8,Female,,,Yes,Monash,Student,,,IT,,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
330cf00cf3d8e06cf9f2552b72a8d5cd,Female,,,No,Monash,Marketing,,,"Python, r",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
8fe5c8cd2bc809ee60025d7e8df0858a,Female,,,No,Monash University,Intern,,,"Python, R",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
4dc5558ffefdec174474c63ccc46e0bf,Female,,,No,"Master of IT (Charles Sturt University, Australia)",Software Engineering Intern.,,,"I have done my final research on Data Analysis and worked on some papers as well. I have used SPSS as the main tool and have some Python knowledge as well. Therefore, I have entry level experiences.",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
7046078ea0620c6270dda88f39fec816,Female,,,No,"PhD at UNCG, USA",Casual,,,"R, Python, SAS",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
d29e33b3ddb916bf43da4da296df0297,Female,,,No,Master of Business Analytics-Melbourne Business school,Data Science Intern,,,"I have experience in SQL,Tableau, Python and R",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
d9b3d870e398060b4e1bba127151f27f,Female,,,No,Btech,Linux system engineer,,,"Linux system administration, troubleshooting server level issues , aws cloud support, data center operations and management",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
7c94c63fab4577ad4b7f699f46d27acc,Female,,,No,University of Sydney,Senior Data and Analytics Consultant,,,"Python, R, Tableau",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
d02ad38d8e477fc72e47057112c33b40,Female,,,No,India,Development Expert,,,SQL,,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
aa0a58d16fd151d64e6f57acc970505b,Female,,,No,Universidad de la Sabana,Account Manager,,,No experience,,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
d63fd39191ab61a9f59e0a4458be0313,Female,,,No,Deakin,Software Engineer,,,"Python,R,SAS",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
7eea84a3d3a1858bc51b7ae791468c42,Female,,,Yes,University,Casual,,,"Limited python, R",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
5836e106dceb016b8961a87d31b8ee19,Female,,,Yes,Bachelor degree,currently a nurse - retraining in IT,,,"Student - have learned some R, some PHP.",,,2018-04-11,Melbourne,,Advanced Data Vizualization,1,17
73c05397b59b9352c49413cc54756c1f,Female,,,,Bachelors in commerce,Childcare,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
fd75c6df3568bbada6f37fa0aab7cb6f,Female,,,,Bachelor,Administrator,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
3d4d18c7b94c588264a42f2a1aad54ea,Female,,,,"James Ruse Agricultural high School, UNSW",Accounting intern and project manager at a small business (has involved data analytics to some extent),,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
65eefe8349c3fcc202d44a801bde7512,Female,,,,Masters Degree,Digital Marketer,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
cb544203772ced7d3e120b9035f00720,Female,,,,Business Degree in progress,Human Resources,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
322ebedf3bc2a4d103f0e20de8ad8fe8,Female,,,,University,Maths,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
882d0d5ac5ba1ccc7ae4fc16015556a0,Female,,,,University of New South Wales,Administration within Education but am looking at a career change so am focusing on gaining knowledge within the field of analytics and to see how I can transition into it,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
d2919599f9e4f721d210ba97052e117b,Female,,,,University of Sydney,Digital Marketing Analystic,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
c78158a0b216325f5dfdf9a45397a3ce,Female,,,,England - University,Account Director,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
d8c9ae04a9e8f9e8f7a82d233373804d,Female,,,,MComm UNSW,GM,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
f79e1f6aacec7d3d68fa159977d4356e,Female,,,,Usyd,SEM Manager,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
b3a8637be7a571ee5a562d6ad7f9a7d7,Female,,,,Master of science in information technology,Senior software engineer,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
8aece8b66fab044d13a759f4deb420c2,Female,,,,master of IT management,Senior developer,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
d1b82b09d4cc0b0687d7330d80998380,Female,,,,Uts,Lawyer,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
d1b82b09d4cc0b0687d7330d80998380,Female,,,,UTS,Startup,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
8590dffeb34446945860b90a74cad4a9,Female,,,,University of Queensland,SEO & Content Executive,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
c07e3d4b171fcbc1fd1d0483901c414c,Female,,,,University level nursing,Registered Nurse,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
a0d1814746e8c7759fea3255b8b5ffe9,Female,,,,University,Data Release Supervisor,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
eb5ffb85ae98df2a60f2296956903509,Female,,,,UNSW,Fresher,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
b31ca5a195c5d0cafa48da5ea74fb255,Female,,,,"Masters in IT , Macquarie University",Student,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
02be1e8c47c64065690af2f30071d429,Female,,,,Bachelors in business administration,Digital Project Manager,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
7bd5798b22ea76126b14492bb42c3c5e,Female,,,,I went to school in Taipei and Sydney. Studied in bachelor and master in Enginnering. Also Master in Marketing.,Data analytics has played an very important part in my study. I am working as Digital Marketing analytics role- so I will need to upgrate my data analytics skills to learn more business intelligence for digital marketing.,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
f1d10fbe78f466c68a7eba16a24caddc,Female,,,,UNSW,HR Assistant,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
4f5b1fa8312f2d17ac259d01cd32aae1,Female,,,,"Bsc Architectural Studies, Strathclyde University","Digital Producer at Holy Cow! Creative Agency, Surry Hills",,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
fa62299b7ea701930ff2914a29293a83,Female,,,,University of new south wales,Customer Success Manager at Yellowfin BI,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
47f2e3910f200572e0396e6bc4ae1d39,Female,,,,Queenwood,Student,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
a53294a37068c725b0f0f39513f949b2,Female,,,,Iran,programming,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
558844581bf30b6152e4ea1888a997c7,Female,,,,University of new south wales,Analyst,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
6a6e2a7f257a87e5a12381e1db51bbd5,Female,,,,"Universitas Padjadjaran, Indonesia","I am currently a Master of Commerce student at UNSW specialising in Innovation and Entrepreneurship. In this first semester, I am taking Data Analysis for Business as one of the courses and I am planning to take Business Analytics next semester. I have not had any basic in data analytics and therefore I believe it would be very useful for me to learn from this course. I am also aware that coding skill is one of the next must-have skills for the 21st century so I am keen to prepare myself for the future.",,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
428986c84ed971050bd53f18cad8ee14,Female,,,,National University of Singapore,Project Manager,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
ca07a7275dbac5ddfa39380fa9f5202a,Female,,,,Edinburgh - Scotland,Account Manager,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
ff898c5a879be602d5312ebf22fbe370,Female,,,,Masters,Head of Marketing,,,,,,2017-11-22,Sydney,,Intro to Data (DG),1,18
